Id,SalePrice
1640,258476.56
1641,186027.0
1642,231257.74
1643,239827.38
1644,230173.33
1645,172591.95
1646,152077.5
1647,164088.0
1648,150660.73
1649,137407.5
1650,116806.0
1651,121093.83333333331
1652,91615.07142857143
1653,95717.33333333331
1654,159683.0
1655,152559.63333333333
1656,152142.0
1657,156587.0
1658,152206.0
1659,141909.83
1660,141587.06
1661,452718.9
1662,402455.77
1663,387955.54
1664,443965.87
1665,348517.96
1666,227749.93
1667,332208.01
1668,350108.7
1669,302204.56
1670,355366.97
1671,249306.39
1672,482442.54
1673,305485.87
1674,249049.4
1675,189161.1
1676,189630.83
1677,218034.94
1678,425222.58
1679,373089.03
1680,333487.66
1681,276648.55
1682,292693.25
1683,179539.9625
1684,174316.85
1685,170347.07
1686,171481.83
1687,165360.57
1688,191968.65
1689,194031.55
1690,179998.77333333335
1691,160004.54
1692,264889.37
1693,164862.82
1694,177879.6
1695,176508.5
1696,271601.26
1697,177850.3
1698,339531.04
1699,354989.91
1700,235053.7
1701,253894.0
1702,267325.67
1703,277165.47
1704,269356.84
1705,275623.56
1706,436981.25
1707,219627.42
1708,216774.12
1709,299122.18
1710,247268.59
1711,255287.32
1712,269136.26
1713,258392.95
1714,217130.5
1715,200135.0
1716,192648.74
1717,180659.32
1718,144102.55
1719,205485.8
1720,248369.72
1721,178015.0
1722,135788.5
1723,158635.0
1724,216757.48
1725,237730.5
1726,193120.5
1727,174606.34
1728,180074.45
1729,165550.21
1730,146868.23
1731,128255.5
1732,123990.58
1733,109746.19
1734,131219.0
1735,130305.0
1736,115465.0
1737,328847.35
1738,219118.44
1739,304990.09
1740,204317.0
1741,181338.59
1742,171134.6666666667
1743,177288.7
1744,279789.95
1745,261692.2
1746,276194.41
1747,208876.0
1748,213517.49
1749,158666.18
1750,150017.18
1751,225863.8
1752,119914.81
1753,175487.59
1754,216670.9
1755,156631.09
1756,114515.68
1757,120632.23
1758,141097.34
1759,149140.42
1760,158012.0
1761,152950.37
1762,175521.79
1763,178087.9
1764,120978.0
1765,177963.55
1766,167035.5
1767,198815.4
1768,136887.0
1769,160755.25
1770,141268.0
1771,140729.0
1772,145738.5
1773,136290.27
1774,143008.37
1775,134420.0
1776,117683.79
1777,112165.5
1778,126374.75
1779,114120.25
1780,174068.75
1781,133032.5
1782,92604.65
1783,138351.47
1784,84197.61
1785,108560.5
1786,155543.5
1787,176827.28333333335
1788,57289.21
1789,102815.86
1790,72933.2
1791,197527.24
1792,154350.0
1793,146748.5
1794,142601.165
1795,143088.0
1796,125584.5
1797,128390.21
1798,132335.5
1799,110365.0
1800,119430.86
1801,138422.96
1802,175669.0
1803,155847.5
1804,137923.5
1805,135328.66666666666
1806,122812.43
1807,163428.7
1808,121509.04
1809,126811.38
1810,145914.02
1811,110762.0
1812,114657.08
1813,125396.84
1814,88279.28
1815,60241.81
1816,89002.44
1817,140836.53
1818,139030.0
1819,122841.61
1820,72695.0
1821,121361.0
1822,169762.34
1823,63184.61
1824,126866.75
1825,131180.99
1826,99516.5
1827,110015.6
1828,133580.0
1829,114391.2
1830,160580.0
1831,172965.5
1832,128072.4
1833,149196.37
1834,137980.63
1835,176158.9
1836,140707.5
1837,88636.6
1838,133625.96
1839,84148.75
1840,167692.75
1841,151975.12
1842,93990.0
1843,140666.0
1844,133984.36
1845,138330.15
1846,147534.0
1847,147806.0
1848,60093.44
1849,119087.56
1850,133350.3
1851,142354.37
1852,132792.0
1853,143255.75
1854,170019.62
1855,149134.23833333334
1856,228905.6
1857,138852.87
1858,148278.31
1859,120941.86
1860,154663.0
1861,120603.28
1862,283601.15
1863,283601.15
1864,283601.15
1865,349096.02
1866,350463.86
1867,248367.75
1868,291874.11
1869,194831.94
1870,246321.47
1871,268177.46
1872,165285.97
1873,224685.5
1874,138264.0
1875,194135.5
1876,203341.4
1877,188997.75
1878,212350.56
1879,129350.0
1880,136663.2
1881,225551.68
1882,259492.42
1883,199951.4
1884,228814.78
1885,223197.22
1886,278237.85
1887,189314.5
1888,255496.91
1889,163325.10916666666
1890,135716.0
1891,144258.33
1892,116286.7
1893,133490.25
1894,136391.05
1895,145341.0
1896,121030.08
1897,118120.5
1898,97276.5
1899,132766.72
1900,135750.07
1901,143685.66
1902,129006.0
1903,235096.9
1904,135336.25
1905,170655.0
1906,145121.58
1907,176573.2
1908,124180.92
1909,135779.85833333334
1910,131990.32
1911,186867.0
1912,276014.17
1913,148169.33
1914,68225.77
1915,314910.17
1916,70923.04
1917,260529.26
1918,135520.5
1919,150257.6
1920,182376.65
1921,392569.83
1922,330312.9
1923,210716.65
1924,234062.58
1925,225388.2
1926,392046.53
1927,138527.59
1928,157596.59
1929,125355.6
1930,137429.93
1931,139696.6
1932,129800.32
1933,161145.77
1934,180353.0
1935,181311.22
1936,181627.0
1937,175860.0
1938,180187.37
1939,280250.13
1940,210571.8
1941,179205.0
1942,179448.0
1943,192303.12
1944,318111.35
1945,346699.02
1946,159604.5
1947,297791.72
1948,163500.32
1949,259179.63
1950,173086.0
1951,244776.72
1952,262904.02
1953,168124.64
1954,207561.9
1955,131065.0
1956,291720.49
1957,159880.05
1958,293356.34
1959,155520.13
1960,117345.66
1961,123735.02
1962,91615.07142857143
1963,102325.83333333331
1964,116360.0
1965,155909.0
1966,147705.96666666667
1967,267504.15
1968,401989.77
1969,378829.74
1970,416085.93
1971,433860.96
1972,348417.42
1973,271931.44
1974,308314.36
1975,440745.26
1976,250692.55
1977,346347.99
1978,379746.74
1979,364250.51
1980,196045.59
1981,338668.92
1982,236312.77
1983,236312.77
1984,165200.00000000003
1985,193038.98
1986,197189.2
1987,189579.59
1988,181413.8
1989,182626.08
1990,218321.0
1991,218034.94
1992,221263.2
1993,170477.07333333336
1994,242111.3
1995,185167.55
1996,251193.67
1997,332378.5
1998,359795.06
1999,246454.66
2000,300536.22
2001,246315.58
2002,223351.62
2003,263307.61
2004,248977.87
2005,251800.78
2006,236180.42
2007,262778.63
2008,195572.73
2009,194965.0
2010,189138.3333333333
2011,150778.34
2012,188138.25333333333
2013,178818.6666666667
2014,189463.5
2015,192157.1666666667
2016,195256.0
2017,200253.0
2018,126073.82
2019,130934.83333333331
2020,120248.0
2021,112648.64
2022,169951.55
2023,156161.32
2024,225748.32
2025,408913.99
2026,185269.0
2027,148520.67083333334
2028,158121.22
2029,174756.0
2030,279037.02
2031,260993.98
2032,288351.16
2033,274311.46
2034,159953.16
2035,200207.41
2036,190300.56
2037,190196.56
2038,329352.95
2039,191455.96
2040,432556.04
2041,290354.82
2042,210944.15
2043,172675.0
2044,172924.55
2045,243730.44
2046,154338.2
2047,156110.21
2048,138052.63
2049,149995.0
2050,166590.0
2051,104848.5
2052,141124.5
2053,143451.75
2054,69443.10333333333
2055,170508.9
2056,128192.14
2057,130870.25
2058,212893.94
2059,139733.0
2060,158331.34
2061,161570.7
2062,135112.75
2063,109350.22
2064,141847.75
2065,120288.0
2066,176446.2
2067,128646.88
2068,138524.05
2069,90888.0
2070,106240.56
2071,97945.61
2072,146209.64
2073,129278.16
2074,184585.3
2075,144569.5
2076,123540.26
2077,150584.59
2078,132258.0
2079,132546.0
2080,124897.5
2081,120908.0
2082,140012.0
2083,149061.49
2084,116673.72
2085,136657.0
2086,135099.81
2087,134141.0
2088,121793.56
2089,99417.5
2090,135667.69
2091,125914.07
2092,143696.48
2093,134151.69
2094,149191.2
2095,157708.64
2096,91224.0
2097,90997.5
2098,147237.0
2099,50050.18333333333
2100,122713.72
2101,129731.64
2102,144509.7
2103,100128.5
2104,147395.9
2105,128903.08
2106,77964.15
2107,264225.37
2108,125970.5
2109,121690.86
2110,118289.45
2111,163129.65
2112,132377.06
2113,122504.5
2114,111426.7
2115,147518.5
2116,119200.3
2117,158805.95
2118,123785.12
2119,105705.5
2120,102603.5
2121,87873.0
2122,69962.26333333334
2123,100080.66666666666
2124,211118.8
2125,143329.64
2126,184006.0
2127,153647.74
2128,131706.65
2129,94052.48
2130,148801.18
2131,187386.24
2132,124109.26
2133,115881.2
2134,113432.76
2135,100165.79
2136,94890.75
2137,124613.95
2138,134506.05
2139,149087.0
2140,133969.0
2141,133737.36
2142,141415.0
2143,149661.09
2144,116886.05
2145,132519.0
2146,147262.43
2147,157322.87
2148,128479.21
2149,131136.6
2150,240776.3
2151,128556.5
2152,168426.0
2153,146926.0
2154,113235.0
2155,127072.87
2156,231398.94
2157,224244.8
2158,232036.95
2159,222127.75
2160,162086.905
2161,259489.27
2162,425419.1
2163,353832.39
2164,240760.82
2165,176949.5
2166,143834.2
2167,186861.0
2168,208818.5
2169,188909.5
2170,219947.34
2171,142479.44
2172,146028.7542857143
2173,163504.76
2174,253226.0
2175,306939.95
2176,290285.63
2177,272130.18
2178,222322.82
2179,147388.65793650792
2180,194804.37
2181,196330.99
2182,227449.93
2183,200506.29
2184,140517.0
2185,121800.79
2186,151731.87
2187,141642.5
2188,158158.11
2189,191172.34
2190,89230.0
2191,89230.0
2192,96084.61
2193,100398.5
2194,102149.25
2195,110411.35
2196,105616.22
2197,108170.26
2198,154369.9
2199,163144.0
2200,116549.12
2201,126050.13
2202,190015.5
2203,173091.0
2204,162550.54
2205,114401.54
2206,136921.25
2207,221481.44
2208,227170.0
2209,151740.55
2210,124580.92
2211,116880.8
2212,117712.5
2213,100838.76
2214,136675.03
2215,98549.18
2216,142025.0
2217,73755.29333333333
2218,106541.5
2219,75546.75
2220,62529.22
2221,307678.77
2222,243703.77
2223,265659.43
2224,214476.06
2225,143512.04
2226,180985.73
2227,203535.82
2228,272844.42
2229,224311.98
2230,160198.11
2231,204476.09666666665
2232,186735.14
2233,172550.9
2234,261907.5
2235,203726.97
2236,271122.8
2237,350011.84
2238,195954.5
2239,135410.75
2240,168617.5
2241,144761.74
2242,142540.5
2243,130381.5
2244,94527.33333333334
2245,88531.66666666666
2246,147246.5
2247,108621.33333333334
2248,122696.0
2249,126645.5
2250,136299.0
2251,123328.17
2252,180801.1
2253,157281.69833333333
2254,178910.34
2255,178537.0
2256,177924.75
2257,197538.24
2258,179795.65
2259,178900.0
2260,152853.0
2261,182923.56
2262,202187.68
2263,321664.94
2264,443151.12
2265,168201.21
2266,285119.05
2267,343734.84
2268,368629.14
2269,170033.32
2270,177878.98
2271,252290.5
2272,196834.0
2273,169686.69
2274,168304.32
2275,173431.59
2276,156150.5
2277,172819.5
2278,162128.34
2279,132661.82
2280,115487.2
2281,177537.62
2282,177088.76
2283,90882.73809523809
2284,115148.5
2285,142643.5
2286,127121.48
2287,335246.39
2288,286301.78
2289,390346.61
2290,420038.99
2291,319652.46
2292,382301.2
2293,444574.52
2294,418884.03
2295,436831.35
2296,295749.25
2297,303808.53
2298,335420.54
2299,414705.6
2300,322656.93
2301,278806.53
2302,228387.66
2303,256177.71
2304,251581.8
2305,185397.35
2306,185397.35
2307,190666.14
2308,226530.08
2309,277134.43
2310,244635.72
2311,179539.9625
2312,177688.18
2313,173884.32
2314,166573.88
2315,168723.22
2316,174243.92
2317,172456.53
2318,170474.85
2319,177211.68
2320,187684.56
2321,231186.6
2322,166012.55
2323,174467.93
2324,163719.47
2325,225087.78
2326,165354.92
2327,209073.0
2328,217778.25
2329,182943.0
2330,175125.0
2331,365795.07
2332,422373.04
2333,322242.43
2334,268468.21
2335,257225.11
2336,324903.41
2337,202255.82
2338,244203.54
2339,234293.18
2340,387630.4
2341,235371.45
2342,233747.15
2343,217217.68
2344,251063.38
2345,251431.92
2346,236215.12
2347,196875.075
2348,224444.83
2349,169559.92
2350,283495.29
2351,258885.89
2352,263169.68
2353,219197.69
2354,137081.22
2355,152359.4
2356,153992.74
2357,212152.85
2358,207348.0
2359,122555.705
2360,127692.0
2361,141417.0
2362,291337.59
2363,138861.34
2364,151787.87
2365,232036.3
2366,190086.18
2367,245097.86
2368,207172.465
2369,230170.32
2370,174576.0
2371,174643.0
2372,188100.28
2373,256441.81
2374,303718.59
2375,246924.0
2376,249709.1
2377,302712.37
2378,146045.35
2379,176095.0
2380,148632.5
2381,154342.18
2382,196979.52
2383,229680.8
2384,241534.5
2385,148760.5
2386,141144.66666666666
2387,135136.5
2388,100724.28
2389,123424.42
2390,131060.0
2391,132117.0
2392,117150.16
2393,158407.0
2394,140864.91666666666
2395,199108.6
2396,149430.0
2397,198327.5
2398,122284.68
2399,69911.33
2400,56487.49
2401,125008.0
2402,133678.0
2403,147756.55
2404,132532.28
2405,147380.5
2406,140953.0
2407,132273.5
2408,138847.0
2409,133634.0
2410,164549.5
2411,118657.16
2412,146027.5
2413,134087.0
2414,134096.21
2415,144194.0
2416,126847.0
2417,130908.5
2418,130051.5
2419,128127.32
2420,115550.73
2421,134857.32
2422,120182.34
2423,116397.74
2424,153149.28
2425,196919.15
2426,118690.97
2427,132489.84
2428,160204.4
2429,111381.33
2430,130834.5
2431,119884.31
2432,138494.25
2433,138578.0
2434,144146.5
2435,144929.0
2436,106267.5
2437,116315.98
2438,118500.08
2439,119193.69
2440,126536.0
2441,109744.7
2442,105238.15
2443,113375.12
2444,122194.58
2445,101576.3
2446,112982.64
2447,217802.93333333335
2448,144464.24
2449,105080.0
2450,166249.5
2451,123789.15
2452,198985.58
2453,96803.24
2454,111230.79
2455,104395.86
2456,122498.34
2457,119580.54
2458,100134.04
2459,117098.93
2460,146389.75
2461,124136.12
2462,134446.38
2463,118195.5
2464,171791.34
2465,132274.0
2466,126453.23
2467,151515.82
2468,102737.4
2469,106025.06
2470,188839.64
2471,208496.9
2472,180147.0
2473,117367.64
2474,110345.34
2475,217233.7
2476,117494.2
2477,130426.0
2478,171210.53
2479,122135.4
2480,138216.16
2481,130815.0
2482,130044.93
2483,119785.0
2484,131139.3
2485,123032.0
2486,154416.75
2487,187237.27
2488,148616.98
2489,148389.21
2490,145651.75
2491,96249.79
2492,186883.78
2493,134562.61
2494,148116.32
2495,107731.36
2496,235250.94
2497,138058.5
2498,106231.08
2499,102656.43
2500,137472.0
2501,135720.5
2502,141745.43
2503,112765.27
2504,193697.0
2505,210124.9
2506,261701.84
2507,374893.05
2508,261701.84
2509,219598.48
2510,235215.55
2511,190965.15
2512,218393.14
2513,221174.56
2514,226655.0
2515,148696.5
2516,152234.05833333332
2517,134341.5
2518,141610.25
2519,231908.0
2520,201024.65
2521,197584.0
2522,224476.37
2523,135316.0
2524,136860.3333333333
2525,144101.12
2526,143507.74
2527,127712.0
2528,129178.33
2529,133257.6
2530,108346.40333333332
2531,227815.78
2532,236165.85
2533,200116.5
2534,248905.0
2535,310792.9
2536,228343.55
2537,201043.12
2538,185327.99
2539,187467.8
2540,179279.77
2541,178335.83
2542,170917.18
2543,130532.1
2544,137527.19
2545,127538.03
2546,148044.0
2547,144775.1
2548,146419.04
2549,161397.36
2550,379844.28
2551,147633.49333333335
2552,133749.2
2553,87885.0
2554,127570.25
2555,98533.92
2556,99757.35
2557,118709.66
2558,157898.0
2559,128982.0
2560,122754.32
2561,129602.06
2562,118380.24
2563,144577.19
2564,165770.5
2565,113844.57
2566,145528.46
2567,126241.04
2568,177985.0
2569,181311.5
2570,124545.92
2571,205157.1
2572,188043.56
2573,241463.08
2574,287103.63
2575,131483.21
2576,138273.57
2577,153501.65
2578,95737.04
2579,63854.21333333333
2580,138252.38
2581,138593.79
2582,116213.76
2583,243344.77
2584,161392.5
2585,188144.51
2586,188569.51
2587,199679.78
2588,143274.49
2589,144174.1
2590,232831.8
2591,218318.8
2592,242508.2
2593,250957.11
2594,178118.9
2595,206838.56
2596,336467.0
2597,198428.5
2598,281824.61
2599,328058.82
2600,135392.28
2601,144712.80166666667
2602,83672.33333333333
2603,86599.66666666666
2604,82732.99999999999
2605,84713.08333333331
2606,143131.0
2607,166675.37
2608,196598.34
2609,158741.27
2610,107655.5
2611,147215.09
2612,153756.07
2613,122696.0
2614,123766.5
2615,148078.75
2616,135459.0
2617,150374.05
2618,177063.0
2619,240888.59
2620,179947.0
2621,180051.0
2622,194622.9
2623,246105.85
2624,280024.04
2625,306956.0
2626,166843.9
2627,180576.0
2628,404810.63
2629,448892.34
2630,339821.42
2631,449733.73
2632,399454.9
2633,303274.92
2634,353923.74
2635,143492.37
2636,189236.0
2637,151060.83333333334
2638,258012.47
2639,184020.1
2640,151691.5
2641,114718.0
2642,194902.35
2643,114604.86
2644,129304.0
2645,91359.40476190476
2646,90715.07142857142
2647,90014.07142857142
2648,137815.88095238095
2649,140979.34
2650,143599.0
2651,155565.0
2652,417252.83
2653,258240.28
2654,262368.82
2655,355859.36
2656,315883.32
2657,307176.1
2658,275679.54
2659,315892.07
2660,334363.13
2661,323483.54
2662,342989.86
2663,279353.38
2664,278030.18
2665,320318.6
2666,288765.72
2667,166306.8
2668,173911.85
2669,176056.54
2670,289103.63
2671,173911.85
2672,190463.555
2673,194544.25
2674,181946.6
2675,176477.46
2676,194936.55
2677,186888.93
2678,270085.05
2679,278120.65
2680,275794.13
2681,420360.56
2682,329947.74
2683,511334.71
2684,305754.13
2685,354990.92
2686,260134.06
2687,262499.99
2688,225052.51
2689,227400.53
2690,483452.92
2691,193436.25
2692,131688.15
2693,192168.63
2694,132768.62
2695,190099.95
2696,185785.88333333336
2697,201176.2
2698,195204.5
2699,176906.645
2700,170538.33
2701,149674.2633333333
2702,132653.5
2703,139620.24
2704,144205.0
2705,128552.0
2706,123237.5
2707,125909.6
2708,132712.0
2709,106345.5
2710,120520.5
2711,275533.13
2712,361770.26
2713,177934.5
2714,147314.43333333335
2715,173667.0
2716,150383.6
2717,178619.93333333335
2718,247130.14
2719,160504.5
2720,157560.34
2721,145362.0
2722,166967.2
2723,147227.1
2724,125017.0
2725,135140.0
2726,143294.5
2727,159461.04
2728,167081.0
2729,154758.71
2730,144217.09
2731,109061.5
2732,119734.0
2733,164426.0
2734,142587.0
2735,132150.5
2736,143254.0
2737,121677.5
2738,141808.5
2739,155918.0
2740,142463.66666666666
2741,144396.0
2742,152785.0
2743,139961.0
2744,148409.75
2745,143768.5
2746,131042.41666666666
2747,161347.66
2748,117549.04
2749,125586.5
2750,136046.0
2751,118758.0
2752,225407.78
2753,155218.0
2754,184564.79
2755,134588.71
2756,75798.88
2757,69153.27
2758,76987.33
2759,163895.32
2760,129306.98
2761,140789.0
2762,147211.99
2763,196192.7
2764,158370.65
2765,282809.9
2766,128406.66
2767,92710.37142857142
2768,142521.0
2769,139675.0
2770,149923.0
2771,115198.36
2772,118616.0
2773,141816.55
2774,135630.0
2775,130555.87
2776,153645.86
2777,153898.5
2778,125894.95
2779,120737.0
2780,114219.4
2781,104958.5
2782,95386.27
2783,94211.56
2784,126915.0
2785,149410.23
2786,52871.98
2787,118849.49
2788,76797.5
2789,235571.33
2790,92764.08
2791,129958.5
2792,94757.4
2793,157181.58
2794,100186.26
2795,126706.58
2796,101875.5
2797,210486.08
2798,139745.98
2799,120276.62
2800,92920.5
2801,110715.0
2802,117687.66
2803,181926.2
2804,140924.42
2805,98131.5
2806,106416.0
2807,146913.1
2808,142001.5
2809,134366.5
2810,137055.5
2811,167893.5
2812,145866.6
2813,170639.34
2814,169576.15
2815,103784.66
2816,249733.17
2817,137056.2
2818,124349.29
2819,177741.93333333335
2820,123371.49
2821,115078.5
2822,171477.2
2823,236477.72
2824,167010.5
2825,150057.13
2826,140079.0
2827,138952.0
2828,212529.32
2829,190538.0
2830,241031.32
2831,191420.4
2832,211565.24
2833,283517.2
2834,224026.74
2835,221134.2
2836,190283.50833333336
2837,157917.0
2838,148500.0
2839,177265.0
2840,181922.5
2841,201290.75
2842,214601.25
2843,153692.25
2844,156805.5
2845,126937.0
2846,210513.75
2847,202015.5
2848,203124.09
2849,211738.55
2850,263040.19
2851,236600.3
2852,221860.56
2853,227591.93
2854,139259.16666666666
2855,188334.545
2856,210764.95
2857,187102.425
2858,194955.635
2859,139842.34
2860,124328.5
2861,149207.68
2862,199226.0
2863,119338.0
2864,268051.1
2865,144258.33
2866,136541.25
2867,73921.05333333333
2868,129017.0
2869,120060.47
2870,152334.1
2871,112158.0
2872,59315.87
2873,113877.34
2874,132823.8
2875,127447.0
2876,155483.99
2877,139896.43
2878,154797.5
2879,118535.0
2880,119263.5
2881,136729.11
2882,139629.19
2883,168294.5
2884,169154.78
2885,168548.75
2886,165955.0
2887,116453.25
2888,123540.0
2889,71487.33333333333
2890,72928.22
2891,143943.89
2892,67760.55333333333
2893,116393.5
2894,50297.33
2895,285896.95
2896,273952.26
2897,192742.5
2898,180433.55
2899,257114.0
2900,161323.35
2901,168895.0
2902,181365.855
2903,318950.42
2904,321058.09
2905,115632.64
2906,192843.08
2907,117862.16
2908,130529.0
2909,141600.35
2910,82903.58333333333
2911,83672.33333333333
2912,153176.46
2913,82873.5
2914,82732.99999999999
2915,82732.99999999999
2916,82047.33333333334
2917,146712.36
2918,111522.5
2919,217296.18
